,under15,15_17,18_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85up,Male,Female,never_mar,married,mar_apart,widowed,divorced,lt_hs,some_hs,hs_grad,some_col,assoc_dec,ba_deg,grad_deg,not_in_labor_force,employed,unemployed,below_pov_level,at_above_pov_level,Overdose,No_overdose,Insured,Uninsured,Veteran,Not_veteran,FIPS
"Autauga County, Alabama",0.196413043,0.045778986,0.08451087,0.066304348,0.061666667,0.074184783,0.059402174,0.070181159,0.072083333,0.074836957,0.048804348,0.041141304,0.044202899,0.027137681,0.018586957,0.014764493,0.486847826,0.513152174,0.399166667,0.440072464,0.027898551,0.044692029,0.08817029,0.214039855,0.119112319,0.253097826,0.16048913,0.059094203,0.112844203,0.081322464,0.518894928,0.459818841,0.021286232,0.151304348,0.848695652,NA,NA,0.899257246,0.100742754,0.091865942,0.908134058,1001
"Baldwin County, Alabama",0.180777196,0.038710855,0.074197408,0.056821731,0.05526484,0.059719279,0.062222799,0.065802688,0.070329206,0.069387382,0.071362328,0.063145401,0.054827565,0.03542889,0.023026616,0.018975815,0.486230641,0.513769359,0.383519055,0.409491271,0.036490844,0.061079156,0.109419674,0.200651588,0.100981707,0.220814293,0.179297188,0.070334011,0.152339902,0.075581312,0.515244562,0.462685061,0.022070377,0.107987718,0.892012282,NA,NA,0.868163973,0.131836027,0.093000235,0.906999765,1003
"Barbour County, Alabama",0.175199752,0.035645024,0.084283609,0.072259716,0.070281592,0.064230859,0.056163215,0.064851447,0.069040416,0.064269645,0.064036925,0.058761927,0.050616709,0.032619657,0.021371499,0.016368009,0.531262121,0.468737879,0.45977814,0.30998371,0.059847956,0.069389497,0.101000698,0.23609495,0.185749748,0.290745481,0.147234505,0.051470018,0.057481964,0.031223334,0.616205104,0.34721899,0.036575906,0.259832441,0.740167559,NA,NA,0.863780932,0.136219068,0.060546117,0.939453883,1005
"Bibb County, Alabama",0.166111777,0.040706708,0.092688773,0.06911706,0.067385804,0.06458916,0.063923292,0.0804812,0.072180051,0.066320416,0.053979669,0.056820704,0.037377369,0.027700093,0.021662893,0.018955032,0.539441559,0.460558441,0.43294713,0.338837839,0.05136059,0.072046877,0.104807564,0.216717717,0.129133928,0.367780885,0.164291739,0.040662316,0.05402406,0.027389355,0.597949128,0.370932659,0.031118214,0.142007369,0.857992631,NA,NA,0.893061659,0.106938341,0.056731922,0.943268078,1007
"Blount County, Alabama",0.192766068,0.040870847,0.07893139,0.058981698,0.058738833,0.052736577,0.071350507,0.068678983,0.069182063,0.06756874,0.062676728,0.057767369,0.048607858,0.030809264,0.025310088,0.015022986,0.493260474,0.506739526,0.358313817,0.436429872,0.047879261,0.06380432,0.09357273,0.244739353,0.13897129,0.263960448,0.170821407,0.091994102,0.058409229,0.031104172,0.601474542,0.381958539,0.016566918,0.136629369,0.863370631,NA,NA,0.85868679,0.14131321,0.065313557,0.934686443,1009
"Bullock County, Alabama",0.170981453,0.036707883,0.106066461,0.067812983,0.040378671,0.083268934,0.071193972,0.059022411,0.06868238,0.057283617,0.082496136,0.055544822,0.042117465,0.023956723,0.017581144,0.016904946,0.547044049,0.452955951,0.548010046,0.283230294,0.04047527,0.058829212,0.069455178,0.204501546,0.195034776,0.32486476,0.138523957,0.040958269,0.055641422,0.04047527,0.554578825,0.391132148,0.054289026,0.277917311,0.722082689,NA,NA,0.880312983,0.119687017,0.03438949,0.96561051,1011
"Butler County, Alabama",0.188364544,0.039650437,0.078451935,0.061822722,0.059225968,0.060574282,0.059325843,0.058327091,0.062871411,0.072908864,0.068414482,0.054282147,0.049637953,0.037602996,0.020724095,0.027815231,0.467815231,0.532184769,0.479600499,0.300424469,0.051985019,0.0717603,0.096229713,0.217827715,0.1356804,0.331535581,0.146816479,0.054731586,0.068913858,0.044494382,0.575230961,0.395855181,0.028913858,0.215830212,0.784169788,NA,NA,0.880749064,0.119250936,0.058626717,0.941373283,1013
"Calhoun County, Alabama",0.178665138,0.040243966,0.093546369,0.069653686,0.060817738,0.06115658,0.059132218,0.062103599,0.067855219,0.068211437,0.07018367,0.057924551,0.041894733,0.030617387,0.020182801,0.017810909,0.480590453,0.519409547,0.410980208,0.383751238,0.037724374,0.062425064,0.105119116,0.214686615,0.126353195,0.253071296,0.218396497,0.057464074,0.076256755,0.053771569,0.523197623,0.435828598,0.040973779,0.17686667,0.82313333,NA,NA,0.889059758,0.110940242,0.082964083,0.917035917,1015
"Chambers County, Alabama",0.170785786,0.036332998,0.096257317,0.054070833,0.055046414,0.055016851,0.062437179,0.067433335,0.069975758,0.077987347,0.065186543,0.061757228,0.049843316,0.035032224,0.022083604,0.020753267,0.480606634,0.519393366,0.421687459,0.348016319,0.046975699,0.082185301,0.101135221,0.212114941,0.137409094,0.310500798,0.180305091,0.063826642,0.068704547,0.027138887,0.526784131,0.44885591,0.02435996,0.160409153,0.839590847,NA,NA,0.883935434,0.116064566,0.065304795,0.934695205,1017
"Cherokee County, Alabama",0.162224887,0.042238812,0.073260357,0.055583491,0.042238812,0.06037984,0.052450393,0.067651723,0.073221676,0.079178432,0.074150002,0.074807566,0.057710904,0.045952114,0.020423162,0.01852783,0.495880555,0.504119445,0.328163076,0.47816501,0.03183383,0.063938421,0.097899663,0.216841372,0.14265269,0.309983368,0.176420531,0.056821259,0.053262677,0.044018102,0.586701737,0.388891038,0.024407225,0.156770974,0.843229026,NA,NA,0.865624879,0.134375121,0.080686961,0.919313039,1019
"Chilton County, Alabama",0.198930116,0.043432734,0.079444571,0.067266105,0.065422263,0.061825632,0.065832005,0.064716595,0.06403369,0.069132711,0.062280901,0.046619622,0.047530162,0.03152743,0.018301844,0.013703619,0.493330298,0.506669702,0.400660141,0.401889369,0.032210335,0.062622354,0.102617801,0.237263829,0.138402003,0.340610061,0.135215115,0.050330071,0.064238561,0.03394036,0.558433872,0.409037104,0.032529023,0.195333485,0.804666515,NA,NA,0.836671978,0.163328022,0.061438652,0.938561348,1021
"Choctaw County, Alabama",0.163518164,0.0391587,0.075640535,0.052695985,0.048718929,0.047189293,0.063403442,0.063173996,0.074952199,0.082141491,0.068833652,0.066998088,0.058967495,0.052007648,0.020038241,0.022562141,0.478240918,0.521759082,0.395793499,0.359541109,0.062256214,0.071128107,0.111281071,0.202676864,0.155181644,0.300344168,0.165889101,0.081376673,0.059732314,0.034799235,0.623479924,0.330248566,0.046271511,0.207877629,0.792122371,NA,NA,0.865621415,0.134378585,0.058967495,0.941032505,1023
"Clarke County, Alabama",0.177553615,0.043424775,0.087259606,0.055849428,0.050477714,0.061590191,0.058186739,0.064296551,0.071718539,0.07955058,0.060401033,0.062902366,0.042686677,0.039201214,0.025833436,0.019067536,0.473161931,0.526838069,0.446713413,0.371673433,0.050313692,0.062287284,0.069012179,0.217861976,0.146266453,0.348464346,0.142288924,0.056054455,0.057243613,0.031820232,0.623036864,0.322548899,0.054414237,0.258662402,0.741337598,NA,NA,0.874441301,0.125558699,0.046336163,0.953663837,1025
"Clay County, Alabama",0.173269547,0.037449544,0.095230976,0.045970997,0.043280012,0.059052175,0.064583645,0.060846165,0.075497085,0.084168037,0.062415907,0.060098669,0.055314696,0.039393033,0.024816864,0.018612648,0.483181343,0.516818657,0.358798027,0.422783675,0.048960981,0.069442368,0.10001495,0.251831365,0.143892959,0.294064883,0.168037076,0.071610106,0.03812229,0.032441322,0.549708477,0.421961429,0.028330094,0.185603229,0.814396771,NA,NA,0.840783376,0.159216624,0.058902676,0.941097324,1027
"Cleburne County, Alabama",0.189985272,0.04016602,0.070625251,0.057102691,0.057102691,0.05569688,0.066407819,0.074240193,0.067010309,0.064667291,0.069353327,0.070022761,0.038291605,0.036149418,0.015597804,0.027580667,0.487414647,0.512585353,0.358682555,0.430378899,0.042375151,0.07618155,0.092381845,0.240527514,0.162806266,0.30787254,0.158388004,0.033270853,0.063596198,0.033538626,0.578792342,0.388874013,0.032333646,0.159793814,0.840206186,NA,NA,0.864774401,0.135225599,0.047864507,0.952135493,1029
"Coffee County, Alabama",0.195308844,0.041803151,0.082182967,0.063699111,0.062529247,0.066818749,0.065063953,0.067657152,0.065648885,0.069080487,0.056913898,0.053111839,0.041666667,0.031995788,0.018854313,0.017664951,0.493565746,0.506434254,0.395277648,0.406098893,0.04681407,0.053150835,0.098658556,0.225900796,0.120768991,0.217477773,0.185559975,0.083684293,0.113125877,0.053482296,0.512888005,0.459249727,0.027862268,0.138238964,0.861761036,NA,NA,0.875214475,0.124785525,0.125545937,0.874454063,1031
"Colbert County, Alabama",0.175410588,0.03759978,0.077970456,0.064519681,0.054683916,0.051509313,0.068428296,0.0656574,0.070043123,0.070300028,0.071162492,0.056757501,0.053399394,0.037214423,0.023029636,0.022313974,0.478484265,0.521515735,0.379612809,0.411542343,0.034718782,0.067694284,0.106431783,0.210826681,0.123460868,0.284301312,0.187631893,0.057436462,0.087475915,0.048866869,0.548564088,0.424038903,0.027397009,0.153793926,0.846206074,NA,NA,0.886778604,0.113221396,0.07044683,0.92955317,1033
"Conecuh County, Alabama",0.174284801,0.037557935,0.081109158,0.055218156,0.047706569,0.050343615,0.057615471,0.05913377,0.068802941,0.085903788,0.066006073,0.075755154,0.054818603,0.040834266,0.019977625,0.024932076,0.48241969,0.51758031,0.465238932,0.295748761,0.044430238,0.0974109,0.097171168,0.224388685,0.139603644,0.383650312,0.11507112,0.061131533,0.050823078,0.025331629,0.638325076,0.316125939,0.045548985,0.208965958,0.791034042,NA,NA,0.875099888,0.124900112,0.062010548,0.937989452,1035
"Coosa County, Alabama",0.137816674,0.0326117,0.07139567,0.054076462,0.052602487,0.039613082,0.076554583,0.071672041,0.070750806,0.102164901,0.072593275,0.072777522,0.051589129,0.04652234,0.028742515,0.018516813,0.506771073,0.493228927,0.393919853,0.370796868,0.036388761,0.083003224,0.115891294,0.185260249,0.153846154,0.32353754,0.19465684,0.053063105,0.066881621,0.022754491,0.59143252,0.3866421,0.02192538,0.12593275,0.87406725,NA,NA,0.874435744,0.125564256,0.097558729,0.902441271,1037
"Covington County, Alabama",0.181414152,0.037857085,0.072903001,0.059730663,0.055232792,0.053438998,0.05627694,0.06066772,0.070386335,0.070734385,0.076544135,0.062327649,0.050922331,0.038847688,0.029637761,0.023078365,0.486519772,0.513480228,0.361088057,0.403791063,0.041310808,0.084281545,0.109528527,0.226366095,0.122861503,0.283713957,0.18069128,0.076892185,0.071644668,0.037830312,0.549891569,0.40869053,0.0414179,0.175443763,0.824556237,NA,NA,0.877888142,0.122111858,0.077695376,0.922304624,1039
"Crenshaw County, Alabama",0.186080058,0.038658493,0.077461233,0.064839524,0.048178868,0.06815723,0.057482871,0.058781103,0.072917418,0.077172737,0.066931122,0.057266498,0.053443924,0.031229715,0.018968626,0.022430581,0.4914533,0.5085467,0.428056257,0.351172016,0.04803462,0.074648395,0.098088713,0.244284169,0.147710061,0.30054093,0.143382618,0.054165164,0.08041832,0.029498738,0.552109629,0.421997836,0.025892535,0.160331771,0.839668229,NA,NA,0.872196177,0.127803823,0.054886405,0.945113595,1041
"Cullman County, Alabama",0.1860095,0.039617071,0.079319184,0.06546961,0.058034575,0.060828788,0.062821183,0.063865975,0.069928201,0.069442251,0.064825726,0.054414248,0.051960201,0.032182037,0.027905677,0.013375773,0.492753271,0.507246729,0.364948429,0.424039945,0.035899554,0.065214486,0.109897586,0.226744257,0.142067474,0.274658924,0.178951077,0.07838373,0.064947214,0.034247324,0.563446843,0.412753757,0.0237994,0.165927618,0.834072382,NA,NA,0.861698638,0.138301362,0.06255391,0.93744609,1043
"Dale County, Alabama",0.193706223,0.039894427,0.08866105,0.074530505,0.070145163,0.060278144,0.057801238,0.061638412,0.063282915,0.073677799,0.055202518,0.054207695,0.038757487,0.031225256,0.019449802,0.017541366,0.492010963,0.507989037,0.403289006,0.374297026,0.051020201,0.060440564,0.110953203,0.225256319,0.118018475,0.252847427,0.208547356,0.073271749,0.082448482,0.039610192,0.536737387,0.42655568,0.036706933,0.173992488,0.826007512,NA,NA,0.890143133,0.109856867,0.127662166,0.872337834,1045
"Dallas County, Alabama",0.199880087,0.044442779,0.09115891,0.060231332,0.056534013,0.056109321,0.055184991,0.056134303,0.067151315,0.076644433,0.069024957,0.066826551,0.032926129,0.031477179,0.023033301,0.013240401,0.460865872,0.539134128,0.518673961,0.279447401,0.048489845,0.066776587,0.086612206,0.228709186,0.159384446,0.265632416,0.170701242,0.071797946,0.060780934,0.042993829,0.579180094,0.367508556,0.053311349,0.282919883,0.717080117,NA,NA,0.88660721,0.11339279,0.052611856,0.947388144,1047
"DeKalb County, Alabama",0.201095506,0.044410112,0.082078652,0.062289326,0.058384831,0.062176966,0.064466292,0.066980337,0.064985955,0.069087079,0.060856742,0.056601124,0.042373596,0.03125,0.018370787,0.014592697,0.495842697,0.504157303,0.406179775,0.396530899,0.037851124,0.061938202,0.0975,0.285379213,0.150660112,0.25363764,0.154044944,0.069494382,0.05127809,0.035505618,0.564634831,0.416011236,0.019353933,0.211039326,0.788960674,NA,NA,0.811544944,0.188455056,0.051657303,0.948342697,1049
"Elmore County, Alabama",0.18417229,0.040412747,0.088829237,0.070309806,0.067169876,0.068204206,0.068881446,0.068031818,0.070888539,0.070802344,0.057368369,0.049266118,0.040264985,0.024158991,0.017189578,0.014049648,0.48576565,0.51423435,0.418398759,0.391161405,0.032618332,0.05323105,0.104590455,0.215079052,0.115906516,0.263828006,0.166453234,0.066307935,0.113800916,0.058624341,0.535918337,0.435748412,0.028333251,0.122260257,0.877739743,NA,NA,0.901122987,0.098877013,0.081268778,0.918731222,1051
"Escambia County, Alabama",0.184928204,0.038175096,0.081306258,0.067857908,0.065607587,0.065286112,0.063357265,0.064000214,0.06718817,0.065714745,0.06308937,0.057972568,0.042247107,0.036996357,0.018645521,0.017627518,0.510796185,0.489203815,0.465843335,0.320402915,0.042461423,0.069224175,0.102068153,0.222701457,0.148146164,0.339048435,0.147530004,0.052989713,0.05722246,0.032361766,0.612221389,0.334199529,0.053579083,0.227443206,0.772556794,NA,NA,0.850273253,0.149726747,0.058508358,0.941491642,1053
"Etowah County, Alabama",0.176327728,0.040120848,0.084156636,0.061065291,0.056373192,0.064426505,0.061356726,0.06852602,0.067943151,0.070362059,0.065961395,0.06471794,0.043890071,0.032572689,0.023334208,0.018865542,0.482334198,0.517665802,0.400693615,0.381818358,0.034991597,0.067224278,0.115272151,0.213757662,0.124831211,0.255092822,0.208822701,0.068263729,0.081213146,0.04801873,0.54653727,0.423648957,0.029813773,0.152876947,0.847123053,NA,NA,0.876052808,0.123947192,0.07207181,0.92792819,1055
"Fayette County, Alabama",0.173349412,0.041422973,0.078745855,0.056738016,0.057763039,0.044678927,0.068375038,0.065239674,0.066144106,0.068435333,0.074585469,0.064697015,0.056738016,0.036961109,0.023937293,0.022188725,0.492613808,0.507386192,0.34742237,0.439614109,0.03774495,0.069701538,0.105517033,0.220621043,0.129635213,0.31854085,0.179981911,0.057521857,0.066807356,0.02689177,0.571902321,0.396201387,0.031896292,0.182273138,0.817726862,NA,NA,0.876695809,0.123304191,0.069882424,0.930117576,1057
"Franklin County, Alabama",0.203918585,0.043560966,0.092701794,0.06020544,0.066387674,0.052564834,0.073362501,0.060268848,0.067782639,0.052691649,0.064865893,0.05370617,0.040041849,0.031386722,0.018641811,0.017912624,0.494642065,0.505357935,0.414399848,0.364720056,0.042768372,0.071396868,0.106714856,0.284636358,0.132109568,0.269798998,0.164288885,0.058366622,0.057352102,0.033447467,0.553230613,0.419155412,0.027613975,0.170819859,0.829180141,NA,NA,0.83609156,0.16390844,0.039851626,0.960148374,1059
"Geneva County, Alabama",0.182288324,0.038767883,0.076894039,0.054358084,0.05786871,0.059793892,0.057830961,0.063983995,0.071911215,0.077347024,0.064474727,0.066022423,0.04680835,0.037257937,0.027820769,0.016571666,0.48963799,0.51036201,0.369219735,0.419689706,0.03348307,0.068815824,0.108791665,0.23630667,0.144803896,0.293760145,0.173945868,0.070590012,0.05164018,0.028953229,0.569551923,0.393341135,0.037106942,0.208938885,0.791061115,NA,NA,0.858065003,0.141934997,0.080404666,0.919595334,1061
"Greene County, Alabama",0.179800617,0.041182056,0.086755281,0.06028958,0.059102777,0.058865417,0.032043674,0.048777593,0.069546641,0.081652029,0.078328982,0.083076193,0.03014479,0.045098505,0.02136245,0.023973416,0.468787088,0.531212912,0.541063375,0.213624496,0.061476383,0.094232139,0.089603608,0.250296701,0.153216235,0.298955614,0.170068835,0.054830287,0.046760028,0.0258723,0.68514123,0.26287681,0.051981961,0.350106812,0.649893188,NA,NA,0.883337289,0.116662711,0.050676478,0.949323522,1063
"Hale County, Alabama",0.191039162,0.042789011,0.089675556,0.059313495,0.054006852,0.070329818,0.039161685,0.05521596,0.071538927,0.06515752,0.079263787,0.064015584,0.041647075,0.027204944,0.026667562,0.022973064,0.471485188,0.528514812,0.502317458,0.310405051,0.031369651,0.059918049,0.09598979,0.223617922,0.139249009,0.325115873,0.158729092,0.056357896,0.064351448,0.03257876,0.592194532,0.354067307,0.053738161,0.253644119,0.746355881,NA,NA,0.886478135,0.113521865,0.051655807,0.948344193,1065
"Henry County, Alabama",0.171688858,0.037783228,0.080004672,0.048119598,0.048353189,0.066982014,0.05816398,0.063302967,0.066281243,0.076325625,0.067157206,0.071245036,0.059915907,0.039009577,0.019855174,0.025811726,0.480728802,0.519271198,0.385248774,0.423032002,0.037900023,0.062368605,0.091450596,0.218698902,0.14062135,0.273008643,0.176010278,0.060149498,0.079712684,0.051798645,0.55407615,0.414097174,0.031826676,0.140037374,0.859962626,NA,NA,0.861247372,0.138752628,0.071829012,0.928170988,1067
"Houston County, Alabama",0.192071067,0.041618752,0.079231831,0.065863615,0.064071604,0.059222631,0.065413217,0.063630788,0.068067694,0.071210902,0.060794235,0.056050675,0.0424908,0.030742104,0.021092073,0.018428013,0.479425406,0.520574594,0.434826357,0.354741644,0.03865762,0.060506746,0.111267633,0.221471558,0.123888378,0.245927246,0.191122355,0.068153941,0.095791168,0.053645354,0.528959675,0.436637534,0.034402791,0.168477844,0.831522156,NA,NA,0.87324632,0.12675368,0.07617487,0.92382513,1069
"Jackson County, Alabama",0.174991362,0.039217568,0.071217415,0.058931931,0.056417246,0.057760971,0.066380005,0.067320613,0.069528161,0.077436941,0.069374592,0.073137022,0.041041195,0.035858256,0.022248244,0.01913848,0.490190809,0.509809191,0.348370254,0.449034438,0.028640534,0.071466964,0.10248781,0.217357085,0.132932775,0.323588129,0.150382002,0.073309786,0.067301417,0.035128806,0.57831996,0.395957308,0.025722732,0.198506546,0.801493454,NA,NA,0.867086421,0.132913579,0.055706991,0.944293009,1071
"Jefferson County, Alabama",0.191873822,0.037948634,0.0901693,0.074503101,0.069752323,0.065265225,0.061329733,0.061363072,0.064950022,0.068530911,0.06406806,0.052270675,0.034590509,0.025408703,0.018701545,0.019274366,0.473332,0.526668,0.470542149,0.335048766,0.038144121,0.053940645,0.10232432,0.213327332,0.096965867,0.210119232,0.188385372,0.060147721,0.144416056,0.08663842,0.49089548,0.471869639,0.037234881,0.164414783,0.835585217,0.00017124,0.99982876,0.888640869,0.111359131,0.056560771,0.943439229,1073
"Lamar County, Alabama",0.180291395,0.039689945,0.069977751,0.05038398,0.05526448,0.044498672,0.067609273,0.065025479,0.069977751,0.076437235,0.069977751,0.065527883,0.047871959,0.048087275,0.02483313,0.024546042,0.488049953,0.511950047,0.337400416,0.470968205,0.023038829,0.082178999,0.086413551,0.23749372,0.124022106,0.303667552,0.172970645,0.070767243,0.061508649,0.029570085,0.580922989,0.388143257,0.030933754,0.184238857,0.815761143,NA,NA,0.880643078,0.119356922,0.05526448,0.94473552,1075
"Lauderdale County, Alabama",0.163644219,0.036409786,0.114856618,0.061673057,0.056013393,0.053485986,0.057363504,0.061889075,0.06646865,0.067397527,0.067721553,0.057741535,0.05231949,0.033320732,0.025900524,0.023794351,0.478641249,0.521358751,0.384446725,0.415207647,0.028330723,0.069676513,0.102338392,0.193227845,0.102284387,0.276686288,0.206037695,0.049403251,0.109682994,0.06267754,0.524717827,0.450256521,0.025025652,0.152767727,0.847232273,NA,NA,0.882983205,0.117016795,0.066943889,0.933056111,1077
"Lawrence County, Alabama",0.182418377,0.035603389,0.076693497,0.062011998,0.05764071,0.06294655,0.057791444,0.067981068,0.078080251,0.0771457,0.067227397,0.063338458,0.044858461,0.030810045,0.019504989,0.015947665,0.48243948,0.51756052,0.368725694,0.445690513,0.032377679,0.055108378,0.098097736,0.229809171,0.150342166,0.323173857,0.15588918,0.053148835,0.0582135,0.029423291,0.586687167,0.388381418,0.024931416,0.171053028,0.828946972,NA,NA,0.861324651,0.138675349,0.047571674,0.952428326,1079
"Lee County, Alabama",0.178803041,0.035916302,0.188948251,0.07764601,0.065912472,0.060143012,0.060620138,0.059276652,0.057832717,0.053067733,0.050468651,0.042307282,0.027459868,0.019568452,0.012154162,0.009875257,0.492017553,0.507982447,0.504177993,0.343800812,0.032607809,0.036613157,0.082800229,0.197436075,0.085625318,0.181345621,0.249562111,0.06191968,0.136596207,0.087514989,0.492469568,0.479398821,0.028131611,0.234162235,0.765837765,NA,NA,0.894599057,0.105400943,0.062516087,0.937483913,1081
"Limestone County, Alabama",0.186465632,0.043642265,0.078945106,0.061395779,0.068080213,0.067370932,0.069445041,0.072583072,0.07666681,0.070981817,0.056946653,0.046307441,0.043094184,0.024846322,0.017893221,0.015335511,0.498936079,0.501063921,0.415746034,0.398400894,0.03676439,0.053711903,0.095376779,0.228753815,0.127563083,0.229291149,0.173279457,0.058666122,0.123232171,0.059214203,0.526178911,0.439764863,0.034056227,0.140405365,0.859594635,NA,NA,0.890523578,0.109476422,0.076462623,0.923537377,1083
"Lowndes County, Alabama",0.188843298,0.038784682,0.08304025,0.065357562,0.057444314,0.047479484,0.059202814,0.063794451,0.072000782,0.080304807,0.065162173,0.060375147,0.041813208,0.038686987,0.01905041,0.018659633,0.471864009,0.528135991,0.505275498,0.270515826,0.05890973,0.072684642,0.092614302,0.230461118,0.165885111,0.303731927,0.148495506,0.05226651,0.065943728,0.0332161,0.603751465,0.347401329,0.048847206,0.253223916,0.746776084,NA,NA,0.883450567,0.116549433,0.035756155,0.964243845,1085
"Macon County, Alabama",0.146688359,0.03232917,0.184108324,0.059042721,0.049018579,0.054424268,0.03710507,0.051957594,0.062034219,0.067964732,0.06943424,0.06576047,0.047339141,0.031384486,0.020783038,0.02062559,0.461320458,0.538679542,0.532906476,0.269812113,0.044767503,0.057363283,0.095150625,0.177390574,0.131363493,0.21355096,0.291697281,0.046814317,0.078303768,0.060879605,0.536055421,0.408838039,0.055106539,0.235646059,0.764353941,NA,NA,0.884486197,0.115513803,0.074052692,0.925947308,1087
"Madison County, Alabama",0.181980647,0.039506656,0.096711042,0.071182459,0.067264235,0.060594026,0.060655554,0.066640564,0.07795335,0.075047544,0.058969124,0.046308312,0.036410672,0.024916098,0.020287504,0.015572212,0.488491442,0.511508558,0.429306969,0.398067457,0.031175187,0.044918335,0.096532051,0.203040049,0.089159861,0.171218816,0.181645039,0.060445799,0.185020696,0.109469739,0.469082112,0.500444681,0.030473207,0.126641683,0.873358317,NA,NA,0.905207518,0.094792482,0.091212664,0.908787336,1089
"Marengo County, Alabama",0.188094994,0.040587573,0.079179036,0.066792916,0.048009008,0.051847681,0.066178729,0.061981779,0.067918927,0.065410994,0.075135633,0.056556454,0.048213737,0.036288259,0.029583376,0.018220903,0.483468113,0.516531887,0.466066128,0.303869383,0.046268809,0.089927321,0.093868359,0.2320606,0.128416419,0.30269219,0.160149452,0.06976149,0.061828232,0.045091616,0.612601085,0.34609479,0.041304125,0.228887297,0.771112703,NA,NA,0.893847886,0.106152114,0.049851571,0.950148429,1091
"Marion County, Alabama",0.170498915,0.040280327,0.076589354,0.058001001,0.052160854,0.051893876,0.063841148,0.06784582,0.074186551,0.067945937,0.069214083,0.062172535,0.055297847,0.047355248,0.019889872,0.022826631,0.497180043,0.502819957,0.348072752,0.437043217,0.03590856,0.082095778,0.096879693,0.235074253,0.13716002,0.273051894,0.191923911,0.067512097,0.05856833,0.036709494,0.559919907,0.414516936,0.025563157,0.168963791,0.831036209,NA,NA,0.869581178,0.130418822,0.050558985,0.949441015,1093
"Marshall County, Alabama",0.206789637,0.041820379,0.082474118,0.063397972,0.0591308,0.059341006,0.062515109,0.064722266,0.066487992,0.062925009,0.062851437,0.055830574,0.04298702,0.032949708,0.019769825,0.016007147,0.493741132,0.506258868,0.397151716,0.403047979,0.033979715,0.063009091,0.102811498,0.259530191,0.13282884,0.239035157,0.173556151,0.062262862,0.087077618,0.045709181,0.554091124,0.422838825,0.023070051,0.185432761,0.814567239,NA,NA,0.855693941,0.144306059,0.064396448,0.935603552,1095
"Mobile County, Alabama",0.196327585,0.040823906,0.093144005,0.072898454,0.065070335,0.060319443,0.059214921,0.060411085,0.0666403,0.067752057,0.063898288,0.053687488,0.038159066,0.027104199,0.017592769,0.016956101,0.477327153,0.522672847,0.46364362,0.334993332,0.042164767,0.057022758,0.102175523,0.220053104,0.124924335,0.256700084,0.180075677,0.058021169,0.107592021,0.05263361,0.536874878,0.433983104,0.029142018,0.182443888,0.817556112,NA,NA,0.86933842,0.13066158,0.067467485,0.932532515,1097
"Monroe County, Alabama",0.184408702,0.044300855,0.085347713,0.055178505,0.048902938,0.062755671,0.05039048,0.065451841,0.069031238,0.074748977,0.070751209,0.05652659,0.052389364,0.027008181,0.025799554,0.027008181,0.475548531,0.524451469,0.454397546,0.344133507,0.047740796,0.069821495,0.083906657,0.224618817,0.125743771,0.359148382,0.128300483,0.058339531,0.066892897,0.036956118,0.623512458,0.31094273,0.065544812,0.292813313,0.707186687,NA,NA,0.863192637,0.136807363,0.068426925,0.931573075,1099
"Montgomery County, Alabama",0.197641678,0.038847101,0.102361407,0.076627846,0.068762366,0.061848674,0.063835975,0.059777651,0.063822756,0.065651425,0.059010932,0.048638192,0.033524132,0.027081929,0.01762132,0.014946616,0.473048061,0.526951939,0.509890236,0.300950467,0.039754826,0.049233061,0.10017141,0.229077161,0.118938402,0.203114466,0.18191953,0.047915538,0.130201242,0.088833662,0.496979391,0.465186987,0.037833622,0.189952455,0.810047545,NA,NA,0.877849309,0.122150691,NA,NA,1101
"Morgan County, Alabama",0.18807609,0.04180588,0.079557093,0.062650056,0.060106445,0.062675241,0.063338426,0.066855828,0.073563238,0.069617703,0.064992193,0.054918487,0.042720908,0.02860093,0.022019442,0.01850204,0.492436326,0.507563674,0.402931448,0.402822317,0.038322056,0.057092728,0.09883145,0.234482295,0.123898188,0.235623982,0.188932355,0.06373298,0.107301758,0.046028441,0.530128776,0.445526435,0.024344789,0.14542234,0.85457766,NA,NA,0.867665083,0.132334917,NA,NA,1103
"Perry County, Alabama",0.176892262,0.041218638,0.168880455,0.025722117,0.041113219,0.088446131,0.048070841,0.035631457,0.05734767,0.06588657,0.064832385,0.056925996,0.053763441,0.025300443,0.027303394,0.02266498,0.467636517,0.532363483,0.59983133,0.142525828,0.034577272,0.102783049,0.120282522,0.241830065,0.137044065,0.293695973,0.195340502,0.034050179,0.051760489,0.046278727,0.681952351,0.273666456,0.044381193,0.391840607,0.608159393,NA,NA,0.882985452,0.117014548,NA,NA,1105
"Pickens County, Alabama",0.158488521,0.038673761,0.085279338,0.065523697,0.064784708,0.066114888,0.050793182,0.070844418,0.077051926,0.076115873,0.062617007,0.066952409,0.038328899,0.029805892,0.022810129,0.025815351,0.478273722,0.521726278,0.420386245,0.351216869,0.062370677,0.072174598,0.093851611,0.20469997,0.150556705,0.29456104,0.199182185,0.051581437,0.06936644,0.030052222,0.591733176,0.363139226,0.045127599,0.214208296,0.785791704,NA,NA,0.877820475,0.122179525,NA,NA,1107
